ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey,width,height,colors
2982,LmL0v,S04. Project settings / Worktrees · Desktop light,n1KYP,Theme icon,,S04. Project settings / Worktrees · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Theme button,LmL0v/mZCI3/um4Dd/IqgWF/VfHlv,lucide,sun-moon,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-sun-moon-e715c2aaac76.svg,lucide/sun-moon/e715c2aaac76,17px,17px,#4B5566
2983,LmL0v,S04. Project settings / Worktrees · Desktop light,njoJe,Project folder,cezar / Project settings main,S04. Project settings / Worktrees · Desktop light > Page workspace > Shared page breadcrumb,LmL0v/w1CAGG/Elw0U,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,16px,16px,#667084
2984,LmL0v,S04. Project settings / Worktrees · Desktop light,Fs7Y5,Isolated worktree indicator,cezar / Project settings main,S04. Project settings / Worktrees · Desktop light > Page workspace > Shared page breadcrumb,LmL0v/w1CAGG/Elw0U,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#6D28D9,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94,16px,16px,#6D28D9
2985,cv6mn,S06. Project settings / Prompt templates · Desktop light,Miq1Y,Search,Search… ⌘K,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Search tasks,cv6mn/CIxSK/zmwW1,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3,16px,16px,#667084
2986,cv6mn,S06. Project settings / Prompt templates · Desktop light,Zl85A,New task icon,New task,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Workspace links > New task,cv6mn/CIxSK/KZzFc/BmQeP,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254,18px,18px,#667084
2987,cv6mn,S06. Project settings / Prompt templates · Desktop light,O5FimD,Project folder,iac main,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > iac expanded,cv6mn/CIxSK/KQyUm/v1fIi/v4agI,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274,18px,18px,#4B5566
2988,cv6mn,S06. Project settings / Prompt templates · Desktop light,IsuOX,Expand project,iac main,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > iac expanded,cv6mn/CIxSK/KQyUm/v1fIi/v4agI,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
2989,cv6mn,S06. Project settings / Prompt templates · Desktop light,a5Y7JP,New task icon,Tasks,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Tasks,cv6mn/CIxSK/KQyUm/v1fIi/s5hjd/VCFvJ,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c,15px,15px,#667084
2990,cv6mn,S06. Project settings / Prompt templates · Desktop light,hHOuY,New task icon,Git,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Git,cv6mn/CIxSK/KQyUm/v1fIi/s5hjd/Kc4cv,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96,15px,15px,#667084
2991,cv6mn,S06. Project settings / Prompt templates · Desktop light,P2vbl,New task icon,GitHub,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > GitHub,cv6mn/CIxSK/KQyUm/v1fIi/s5hjd/Mu3ek,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86,15px,15px,#667084
2992,cv6mn,S06. Project settings / Prompt templates · Desktop light,S7MZN4,New task icon,Skills,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Skills,cv6mn/CIxSK/KQyUm/v1fIi/s5hjd/jFls7,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a,15px,15px,#667084
2993,cv6mn,S06. Project settings / Prompt templates · Desktop light,v2mWUn,New task icon,Workflows,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Workflows,cv6mn/CIxSK/KQyUm/v1fIi/s5hjd/a9yTex,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44,15px,15px,#667084
2994,cv6mn,S06. Project settings / Prompt templates · Desktop light,i0uuB,New task icon,Settings,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Settings,cv6mn/CIxSK/KQyUm/v1fIi/s5hjd/vmAq6,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5,15px,15px,#667084
2995,cv6mn,S06. Project settings / Prompt templates · Desktop light,tpR2o,Reference status glyph,#217,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,cv6mn/CIxSK/KQyUm/v1fIi/rPX7U/jJ7oW/RdGS4/FjwuH/J8NKlV,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#6D28D9
2996,cv6mn,S06. Project settings / Prompt templates · Desktop light,pxKG3,Reference status glyph,#214,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Linked issue #214,cv6mn/CIxSK/KQyUm/v1fIi/rPX7U/jJ7oW/RdGS4/FjwuH/nEshW,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
2997,cv6mn,S06. Project settings / Prompt templates · Desktop light,k0FH3A,Pin or unpin session,Fixing finalization failure #217 #214,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,cv6mn/CIxSK/KQyUm/v1fIi/rPX7U/jJ7oW,lucide,pin,box-sizing: border-box; flex-shrink: 0; height: 18px; position: relative; width: 18px; z-index: 1,#6D28D9,icons/lucide-pin-497f00cc15b7.svg,lucide/pin/497f00cc15b7,18px,18px,#6D28D9
2998,cv6mn,S06. Project settings / Prompt templates · Desktop light,owP9r,Reference status glyph,#217,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker > Session labels > Optional tracker reference line > Optional PR or issue,cv6mn/CIxSK/KQyUm/v1fIi/rPX7U/iIdSn/Cp7J6/bJSQJ/Ewjd8/wK28r/aiwkj,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#6D28D9
2999,cv6mn,S06. Project settings / Prompt templates · Desktop light,skK4N,Reference status glyph,#214,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,cv6mn/CIxSK/KQyUm/v1fIi/rPX7U/ueKrJ/tzf9H/BlJcL/lBd6J/u4ALzs/P799t,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
3000,cv6mn,S06. Project settings / Prompt templates · Desktop light,guVeT,Project folder,website feature/accessibility-audit,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > website expanded,cv6mn/CIxSK/KQyUm/v1fIi/iiyFT,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274,18px,18px,#4B5566
3001,cv6mn,S06. Project settings / Prompt templates · Desktop light,h5Hh5,Expand project,website feature/accessibility-audit,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > website expanded,cv6mn/CIxSK/KQyUm/v1fIi/iiyFT,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
3002,cv6mn,S06. Project settings / Prompt templates · Desktop light,ek9pr,Reference status glyph,#91,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Watch preview deployment > Session labels > Optional tracker reference line > Optional PR or issue,cv6mn/CIxSK/KQyUm/v1fIi/Qvl1P/VCWtM/reZJA/oNbYA/N0SF1t,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f,12px,12px,#6D28D9
3003,cv6mn,S06. Project settings / Prompt templates · Desktop light,ek9pr,Reference status glyph,#298,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Replace legacy carousel > Session labels > Optional tracker reference line > Optional PR or issue,cv6mn/CIxSK/KQyUm/v1fIi/Qvl1P/EZIFQ/reZJA/oNbYA/N0SF1t,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
3004,cv6mn,S06. Project settings / Prompt templates · Desktop light,M4JTn,Project folder,earwitness,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,cv6mn/CIxSK/KQyUm/v1fIi/joqG3,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,18px,18px,#4B5566
3005,cv6mn,S06. Project settings / Prompt templates · Desktop light,MCh44,Expand project,earwitness,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,cv6mn/CIxSK/KQyUm/v1fIi/joqG3,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0,16px,16px,#4B5566
3006,cv6mn,S06. Project settings / Prompt templates · Desktop light,aVc2I,All tasks icon,,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > All tasks button,cv6mn/CIxSK/um4Dd/IqgWF/RsiQK,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3,17px,17px,#4B5566
3007,cv6mn,S06. Project settings / Prompt templates · Desktop light,P71NN,Add project icon,,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Add project button,cv6mn/CIxSK/um4Dd/IqgWF/ZTqX3,lucide,folder-plus,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-folder-plus-87f0433c6541.svg,lucide/folder-plus/87f0433c6541,17px,17px,#4B5566
3008,cv6mn,S06. Project settings / Prompt templates · Desktop light,fabdc,Global settings icon,,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Global settings button,cv6mn/CIxSK/um4Dd/IqgWF/y8S6RQ,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e,17px,17px,#4B5566
3009,cv6mn,S06. Project settings / Prompt templates · Desktop light,uGBu4,Tools icon,,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,cv6mn/CIxSK/um4Dd/IqgWF/KjyBP,lucide,wrench,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-wrench-c007132f26fe.svg,lucide/wrench/c007132f26fe,17px,17px,#4B5566
3010,cv6mn,S06. Project settings / Prompt templates · Desktop light,kDEIk,Tools menu chevron,,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,cv6mn/CIxSK/um4Dd/IqgWF/KjyBP,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,10px,10px,#667084
3011,cv6mn,S06. Project settings / Prompt templates · Desktop light,n1KYP,Theme icon,,S06. Project settings / Prompt templates · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Theme button,cv6mn/CIxSK/um4Dd/IqgWF/VfHlv,lucide,sun-moon,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-sun-moon-e715c2aaac76.svg,lucide/sun-moon/e715c2aaac76,17px,17px,#4B5566
3012,cv6mn,S06. Project settings / Prompt templates · Desktop light,y5uNsA,Project folder,cezar / Project settings main,S06. Project settings / Prompt templates · Desktop light > Page workspace > Shared page breadcrumb,cv6mn/ctdnj/VIDG0,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,16px,16px,#667084
3013,cv6mn,S06. Project settings / Prompt templates · Desktop light,MhpPZ,Isolated worktree indicator,cezar / Project settings main,S06. Project settings / Prompt templates · Desktop light > Page workspace > Shared page breadcrumb,cv6mn/ctdnj/VIDG0,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#6D28D9,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94,16px,16px,#6D28D9
